canddt_name_2014,caddi_sex_2014,cnddt_age_2014,canddt_category_2014
C L MAURYA,M,39,GEN
RAVI KUMAR,M,35,GEN
RADHE MOHAN,M,39,GEN
RAM ASREY,M,44,GEN
RAM NEWAJ,M,50,GEN
RAMSIDDH YADAV,M,58,GEN
VASDEO,M,52,GEN
DR. KUMAR VISHVAS,M,44,GEN
VEDPAL SHASATRI,M,62,GEN
MOHD HASAN LAHRI,M,33,GEN
UMAKANT,M,51,GEN
GIRIJA BAKS,M,52,GEN
GANGESH KUMAR GUPTA,M,32,GEN
JAGAT SINGH CHAUDHARY,M,58,GEN
JITENDRA SINGH,M,26,GEN
TULSIRAM,M,26,SC
DWARIKA PRASAD,M,55,GEN
NARESH SINGH BHADAURIYA,M,51,GEN
BHAGWAN DEEN,M,50,SC
MITHILESH KUMARI,F,29,GEN
RAMESH CHANDRA,M,35,GEN
RAM SAJIWAN,M,40,SC
LAL BAHADUR,M,40,GEN
SHIV KUMAR,M,38,GEN
SWAMINATH,M,32,GEN
SONAM KINNAR,O,35,GEN
SANJAY KUMAR,M,26,SC
AMEETA SINGH,F,51,GEN
PAWAN PANDEY,M,46,GEN
FEROZE VARUN GANDHI,M,34,GEN
SHAKEEL AHMED,M,48,GEN
GIRISH LAL,M,42,GEN
DR. NAFEES AHMAD,M,54,GEN
PITAMBAR NISHAD,M,27,GEN
RAM MILAN,M,33,SC
MOHD SHAMIM,M,49,GEN
SHIV SHANKAR,M,31,GEN
SHAILENDRA PRATAP SINGH,M,39,GEN
SARTAJ KHAN,M,32,GEN
BRIJESH KUMAR,M,34,SC
VARUN GANDHI,M,30,GEN
VIJAY,M,50,GEN
ASIF NIZAMUDDIN SIDDIQUE,M,43,GEN
PRAMOD KUMAR SINGH PATEL,M,36,GEN
RAJKUMARI RATNA SINGH,F,54,GEN
"ASHOK SHUKLA "" SENANI""",M,43,GEN
NIRMALA DEVI,F,48,GEN
FOOLCHANDRA,M,56,GEN
BAL KRISHNA,M,44,GEN
RAJENDRA SHARMA,M,54,GEN
RAM SEWAK,M,51,GEN
SHESHNATH,M,62,GEN
SANTOSH KUMAR SINGH,M,31,GEN
KUWAR HARIVANSH SINGH,M,64,GEN
AJMAL KHAN,M,50,GEN
KIRAN MISHRA,F,43,GEN
HARIVANSH,M,53,GEN
JAIVEER SINGH,M,55,GEN
MUKESH RAJPUT,M,45,GEN
RAMESHWAR SINGH YADAV,M,62,GEN
SALMAN KHURSHID,M,61,GEN
ANJU,F,41,GEN
KRISHAN KUMAR DIXIT ALIAS K. K. DIXIT,M,40,GEN
MO. TAMAJID,M,25,GEN
TARIK PARVEZ,M,37,GEN
DAYA SHANKAR,M,51,GEN
RAMNIWAS KATHERIA,M,39,SC
ANURAG RAJPUT,M,30,GEN
ANOKHEY LAL,M,48,GEN
IMAMUDDIN HUSAIN HUSAIN,M,39,GEN
ANSHU MAHAN,M,30,GEN
KISHAN PAL SINGH,M,54,GEN
MALIKHAN SINGH ADVOCATE,M,62,GEN
RAM KISHORE DIWEDI,M,50,GEN
VIMLA DEVI,F,43,SC
VRAHMA SARAN JATAV,M,42,SC
SACHIN SINGH YADAV,M,30,GEN
SURESH SARASWAT ALAIS ILLAYCHIWALA,M,57,GEN
AJAY PAL SINGH JATAV,M,39,SC
ASHOK KUMAR DOHAREY,M,43,SC
PREMDAS KATERIYA,M,54,SC
HANS MUKHI KORI,F,45,SC
UJIYARE LAL DOHARE,M,62,SC
PREM CHANDRA,M,47,SC
DR MUKESH SINGH DOHARE,M,42,SC
VINEET KUMAR GAUTAM,M,30,SC
SIYA RAM PASWAN,M,44,SC
HAR BILASH DOHERY,M,62,SC
DIMPLE YADAV,F,36,GEN
NIRMAL TIWARI,M,45,GEN
SUBRAT PATHAK,M,34,GEN
IMRAN BIN ZAFAR,M,34,GEN
GANGA CHARAN,M,48,GEN
PUSHPA DEVI,F,47,GEN
SUBODH KUMAR,M,39,GEN
SURENDRA NATH,M,46,SC
PRADEEP KUMAR,M,32,GEN
MUHAR SINGH AMVADI,M,54,SC
RAKESH KUMAR TIWARI ADVOCATE,M,52,GEN
SANJAY SHAKYA,M,40,GEN
DR.MURLI MANOHAR JOSHI,M,80,GEN
SALEEM AHMAD,M,42,GEN
SURENDRA MOHAN AGARWAL,M,70,GEN
SRIPRAKASH JAISWAL,M,69,GEN
ANIL AWASTHI,M,41,GEN
ANAND MEHROTRA,M,39,GEN
DEVENDRA KUMAR SHARMA,M,48,GEN
MOHD.NASIR KHAN,M,55,GEN
DR.NIKHIL GUPTA,M,58,GEN
MAHMOOD HUSAIN RAHMANI,M,59,GEN
MOHAMMAD.ATEEQ,M,31,GEN
RAMESH KUMAR GUPTA,M,42,GEN
VINAYAK RAO TOPE,M,59,GEN
HIMMAT LAL,M,67,GEN
ASHOK PASWAN ADVOCATE,M,37,SC
KISHOR BAJPAI,M,34,GEN
PREM CHANDRA PANDEY,M,52,GEN
BETALAL DIWAKAR,M,25,SC
MUZAFFAR HUSAIN KHAN,M,39,GEN
VISHWANATH KATARIA,M,46,SC
KUMARI SARASWATI,F,25,GEN
ANIL SHUKLA WARSI,M,57,GEN
DEVENDRA SINGH @ BHOLE SINGH,M,60,GEN
RAJARAM PAL,M,53,GEN
LAL SINGH TOMAR,M,64,GEN
AMAR SINGH,M,56,SC
ARVIND KUMAR,M,47,GEN
DR. OMKAR NATH KATIYAR,M,47,GEN
GOPI RAMAN,M,41,GEN
JASWANT SINGH,M,25,SC
DR. BAJARANG PRATAP SONKAR,M,52,SC
RAMA KANT VERMA,M,37,GEN
RAMENDRA SINGH TOMAR,M,45,GEN
ASHOK YADAV,M,47,GEN
NEERAJ KUMAR ADVOCATE,M,31,SC
BHARTI DEVI PASI ADVOCATE,F,32,SC
MUNNI DEVI,F,42,GEN
RAM SEVAK,M,63,SC
GHANSHAYAM ANURAGI,M,41,SC
BRIJLAL KHABRI,M,51,SC
BHANU PRATAP SINGH VERMA,M,55,SC
VIJAY CHAUDHARI,M,47,SC
GANGASINGH,M,33,SC
JAYRAM,M,65,SC
DALCHANDRA ANURAGI,M,64,SC
RAJKUMAR,M,48,SC
RAMNARAYAN,M,59,SC
RAM SINGH,M,46,ST
ANURADHA SHARMA,F,55,GEN
UMA BHARATI,F,55,GEN
DR. CHANDRAPAL SINGH YADAV,M,54,GEN
PRADEEP JAIN ''''''''ADITYA'''''''',M,51,GEN
ARCHANA,F,45,GEN
CHINTAMANI,M,65,GEN
MAULANA MOHAMMAD,M,44,GEN
SUNIL MASSEY,M,44,GEN
KULDEEP KUMAR,M,38,GEN
TULA RAM,M,49,SC
DILSHAD AHMAD,M,34,GEN
RACHNA SHARMA,F,30,GEN
RAJENDRA KUMAR,M,34,GEN
RAM KUMAR ''''''''ANK SHASTRI'''''''',M,36,GEN
KUNWAR PUSHPENDRA SINGH CHANDEL,M,40,GEN
"PRITAM SINGH LODHI ""KISAAN""",M,44,GEN
BISHAMBHAR PRASAD NISHAD,M,51,GEN
RAKESH KUMAR GOSWAMI,M,60,GEN
ATUL KUMAR PRAJAPATI,M,31,GEN
ANIL KUMAR,M,35,SC
AVINASH KUMAR MISHRA,M,57,GEN
KAILASH PRASAD NISHAD,M,28,GEN
RAMESH PRAJAPATI,M,37,GEN
RAMSAJIVAN,M,52,GEN
VIVEK KUMAR,M,36,GEN
SHRIPAL,M,51,GEN
KIRAN,F,34,GEN
PRAVESH KUMAR VYAS,M,28,GEN
VIMLESH,F,42,GEN
BAL KUMAR PATEL ALIAS RAJKUMAR,M,54,GEN
BHAIRON PRASAD MISHRA,M,60,GEN
RAMCHANDRA SARAS,M,52,GEN
VIVEK KUMAR SINGH,M,58,GEN
R. K. SINGH PATEL,M,54,GEN
AMAR SINGH RATHAUR,M,56,GEN
PAPPU YADAV,M,31,GEN
PRABHAKAR PRASAD,M,29,GEN
VISHVAMBHAR NATH,M,60,SC
MO. SAGEER,M,46,GEN
SUSHEELA SINGH,F,44,GEN
NARENDRA KUMAR SHRIVASTAVA,M,64,GEN
VIJAY PRAKASH,M,57,GEN
AFZAL SIDDIQUI,M,25,GEN
USHA MAURYA,F,44,GEN
NIRANJAN JYOTI,F,47,GEN
RAKESH SACHAN,M,58,GEN
ASHOK MISHRA,M,52,GEN
ZAINUL ABDIN,M,52,GEN
MOHAMMAD JAVED,M,56,GEN
RAMKRISHNA TRIPATHI,M,55,GEN
RAMLOCHAN SEN,M,66,GEN
RUKMINI DEVI NISHAD,F,55,GEN
ARVIND KUMAR,M,51,GEN
CHANDRABHAN SINGH,M,54,GEN
RANJANA KAKKAR,F,55,GEN
SRIDEVI,F,53,GEN
MAHENDRA KUMAR,M,39,GEN
VINOD KUMAR SONKAR,M,44,SC
SHAILENDRA KUMAR,M,56,SC
SURESH PASI,M,57,SC
MALTI DEVI,F,49,SC
RAJENDRA SONKAR,M,33,SC
SWARNALATA SUMAN,F,40,SC
CHHEDDOO,M,39,SC
BEENA RANI,F,51,SC
MOHAN LAL,M,29,SC
KAPIL MUNI KARWARIYA,M,46,GEN
KESHAV PRASAD MAURYA,M,47,GEN
MOHD. KAIF,M,33,GEN
DHARAM RAJ SINGH PATEL,M,55,GEN
GYANENDRA KUMAR SRIVASTAVA (GYANI BHAI),M,63,GEN
GANESHJI TRIPATHI,M,50,GEN
DAKKHINI PRASAD KUSHWAHA,M,63,GEN
NATHU RAM BOUDHA,M,54,SC
PARVEZ ASHFAQUE SIDDIQUI,M,27,GEN
SHIMALA SHRI,F,39,GEN
SURENDRA KUMAR MISHRA,M,38,GEN
ZIAOUL HAQUE,M,50,GEN
DR. NEERAJ,M,46,GEN
MITHILESH KUMAR,M,46,SC
MILAN MUKERJEE,M,71,GEN
KESHRI DEVI,F,54,GEN
NAND GOPAL GUPTA NANDI,M,40,GEN
SHYAMA CHARAN GUPTA,M,69,GEN
KUNWAR REWATI RAMAN SINGH ALIAS MANI,M,70,GEN
MOHD. AMEEN AZHAR ANSARI,M,31,GEN
GAYTRI PRASAD,M,31,GEN
CHANDRA PRAKASH TIWARI ALIAS C. P. TIWARI (ADVOCATE),M,39,GEN
NISTHA DEV MAURYA,M,27,GEN
MAHENDRA KUMAR,M,32,GEN
SHYAM SUNDAR DAS,M,27,GEN
WAHID ALI ALIAS WAJID ALI,M,42,GEN
SANJAY ROBINSON,M,39,GEN
AJEET KUMAR,M,27,GEN
DRAUPADI DEVI,F,42,GEN
PARMANAND,M,51,SC
BRIJESH KUMAR,M,28,SC
SHYAM CHARAN,M,49,GEN
SHIV PRASAD AGRAHARI,M,26,GEN
SHAILENDRA KUMAR PRAJAPATI,M,45,GEN
HIRA LAL,M,53,SC
HANSRAJ,M,39,SC
KAMLA PRASAD RAWAT,M,52,SC
P. L. PUNIA,M,69,SC
PRIYANKA SINGH RAWAT,F,28,SC
RAJRANI RAWAT,F,49,SC
KISHAN LAL,M,38,SC
P. C. KUREEL,M,56,SC
DINESH CHANDRA GAUTAM,M,38,SC
NITIN SINGH,M,25,SC
BABU LAL,M,59,GEN
MEDI LAL,M,50,SC
RAJESH KUMAR VIDYARTHI,M,43,SC
ABHILAKH RAWAT,M,31,SC
KHANJAN LAL,M,69,SC
MAHESH,M,42,SC
JITENDRA KUMAR SINGH (BABLU BHAIYA),M,47,GEN
NIRMAL KHATRI,M,63,GEN
MITRASEN YADAV,M,80,GEN
LALLU SINGH,M,59,GEN
JAI RAM SINGH JAI,M,72,GEN
NASREEN BANO,F,42,GEN
MAKASUD ALI,M,47,GEN
MAYURI TIWARI,F,35,GEN
RADHIKA PRASAD,M,61,GEN
RAM JANAM,M,44,SC
SHAILENDRA KUMAR SHUKLA,M,60,GEN
ASHOK SINGH,M,61,GEN
RAKESH PANDEY,M,60,GEN
RAM MURTI VERMA,M,49,GEN
HARI OM PANDEY,M,58,GEN
GOPAL NISHAD,M,52,GEN
J.S. KASHYAP(JAHAR SINGH KASHYAP),M,62,GEN
BALMUKUND DHURIYA,M,35,GEN
BRIJESH KUMAR,M,31,SC
RAM BAHAL VERMA,M,61,GEN
SREERAM,M,53,GEN
SURENDRA KUMAR,M,39,GEN
SURESH KUMAR BAUDDH,M,30,SC
TIGER RAMNIHOR PATEL,M,63,GEN
VINOD KUMAR TIWARI,M,43,GEN
"""COMANDO"" KAMAL KISHOR",M,62,SC
DR.VIJAY KUMAR,M,41,SC
SHABBIR AHMAD,M,55,SC
SADHVI SAVITRI BAI FOOLE,F,33,SC
JAGAT RAM,M,40,SC
MADHAV,M,35,SC
RAMASHANKER GOND,M,31,SC
VINOD KUMAR,M,31,SC
HIRA LAL RAO,M,63,SC
RAM NARESH,M,30,GEN
KRISHNA KUMAR OJHA,M,42,GEN
BRIJ BHUSAN SHARAN SINGH,M,57,GEN
MUKESH SRIVASTAV ALIAS GYANENDRA PRATAP,M,37,GEN
VINOD KUMAR ALIAS  PANDIT SINGH,M,47,GEN
GOVIND PRASAD,M,25,GEN
CHAMAN LAL KASAUNDHAN,M,56,GEN
NIRHU,M,41,SC
NIHALUDDIN AHAMAD,M,62,GEN
RIZWAN AHMAD,M,28,GEN
JAMEER AHMAD,M,58,GEN
NISHANT KANCHAN,M,29,GEN
PRAHLAD  NATH MISHRA,M,59,GEN
MUNNI,F,37,GEN
RAMPHER  ALIAS  CHUNTI,M,64,SC
ATIQ AHMAD,M,51,GEN
DADDAN MISHRA,M,47,GEN
LAL JI VERMA,M,58,GEN
VINAY KUMAR PANDEY ''''''''VINNU'''''''',M,49,GEN
PRAKSH CHANDRA MISHRA,M,40,GEN
RATNESH,M,39,GEN
RAM SUDHI,M,43,SC
RIZWAN ZAHEER,M,51,GEN
SAXSEN,M,42,GEN
ARJUN YADAV,M,42,GEN
ARUN KUMAR,M,41,SC
TEJ BAHADUR,M,37,GEN
RAM ADHAR,M,66,SC
VIJAY KUMAR,M,60,GEN
AKBAR AHMAD DUMPY,M,62,GEN
OM PRAKASH,M,55,SC
KIRTI VARDHAN SINGH,M,48,GEN
NANDITA SHUKLA,F,50,GEN
BENI PRASAD VERMA,M,73,GEN
AJAY  KUMAR  PRABHAKAR,M,27,SC
PREM KUMAR,M,25,SC
MASOOD ALAM KHAN,M,41,GEN
MAHESH KUMAR,M,25,GEN
MASHOOQ AHMAD,M,26,GEN
RAJENDRA PRASAD,M,34,SC
RAJESH  KUMAR  MAURYA,M,46,GEN
SATYA PRAKASH,M,44,GEN
TILAK RAM,M,38,SC
BRIJNANDAN TIWARI,M,36,GEN
JAGDAMBIKA PAL,M,64,GEN
MATA PRASAD PANDEY,M,77,GEN
MUHAMMAD MUQEEM,M,66,GEN
VASUNDHARA,F,57,GEN
HAMIDULLAH CHAUDHARY,M,49,GEN
DR. MOHD. AYUB,M,58,GEN
ARJUN SINGH,M,45,GEN
PINGLE PRASAD,M,46,SC
BADRE ALAM,M,65,GEN
MANOJ KUMAR,M,33,GEN
RAVI KUMAR,M,25,GEN
DR. SATYENDRA  NATH PANDEY,M,65,GEN
SANTRAM,M,55,SC
KALI RAM,M,58,GEN
DIWAKAR PRASAD,M,63,SC
MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA,M,25,GEN
RAM UGRAH,M,33,GEN
AMBIKA SINGH,M,67,GEN
"BRIJ KISHOR SINGH ""DIMPAL""",M,33,GEN
RAM PRASAD CHAUDHARY,M,60,GEN
HARISH CHANDRA  ALIAS  HARISH DWIVEDI,M,40,GEN
ANAND RAJPAL,M,52,GEN
PURUSHOTTAM PANDEY,M,39,GEN
BHAGWANDAS,M,47,SC
RAM KARAN ALIAS R.K. GAUTAM,M,63,SC
SHIVPOOJAN RAJBHAR,M,36,GEN
SITA RAM,M,68,GEN
ARUN KUMAR,M,39,SC
KRISHNA  KUMAR UPADHYAY ADVOCATE,M,49,GEN
RAM SHANKAR GUPTA,M,65,GEN
BHAL CHANDRA YADAV,M,55,GEN
BHISM SHANKAR ALIAS KUSHAL TIWARI,M,49,GEN
ROHIT KUMAR PANDEY,M,34,GEN
SHARAD TRIPATHI,M,42,GEN
AFTAB ALAM KHAN,M,27,GEN
JANTRI LAL CHAUHAN,M,37,GEN
JYOTI SINGH,F,44,GEN
PREM PRAKASH,M,61,GEN
SANT SIROMANI BABOOLAL YADAV MAHARAJ JI,M,34,GEN
MOHAMMAD ALI,M,28,GEN
RAVIKANT,M,34,GEN
RAJMANI,M,46,SC
RAJARAM,M,37,GEN
LOTAN URF LAUTAN PRASAD,M,52,SC
SHABBEER HUSEN,M,41,GEN
APARNA,F,35,GEN
AMIT,M,34,GEN
KRIPANARAYAN RAI,M,50,GEN
KAILASH NATH BELDAR,M,52,SC
JAIYANTRI PRASAD,M,55,GEN
MOHAMMAD IRFAN,M,28,GEN
SHAYAM LAL,M,65,SC
SUBODH CHANDRA,M,29,GEN
SURENDRA KUMAR CHAUDHARY,M,45,GEN
AKHILESH,M,50,GEN
KASHI NATH SHUKLA,M,59,GEN
PANKAJ,M,44,GEN
HARSH VARDHAN,M,66,GEN
ARAT KHARVAR,M,48,GEN
KAVILAS,M,35,GEN
MUMMATAJ,M,34,GEN
MANGAL LAL,M,69,GEN
PASHUPATI NATH GUPTA,M,55,GEN
RADHEYSHYAM,M,31,SC
RAMSAMUJH,M,59,GEN
VIMLESH TRIPATHI,M,30,GEN
SHIVCHARAN,M,25,GEN
SHREE AKHILESH KUMAR,M,30,GEN
AJAYDHAR,M,35,GEN
ANIL KUMAR SHAHANI,M,38,GEN
GOVIND DAS,M,55,GEN
TEJ PRATAP,M,49,GEN
DAYARAM NISHAD,M,34,GEN
DINESH KUMAR,M,60,GEN
DINANATH,M,41,SC
RAKESH KUMAR GIRI,M,37,GEN
RAKESH KUMAR GUPTA,M,27,GEN
ASTBHUJA PRASAD TRIPATHI,M,54,GEN
ADITYANATH,M,41,GEN
RAJMATI NISHAD,F,56,GEN
RAM BHUAL NISHAD,M,53,GEN
INDRA DEO YADAVA,M,66,GEN
FAIZ AHAMAD FAIZI,M,37,GEN
MUNNA,M,45,GEN
RAJIT MISHRA,M,49,GEN
RAJESH,M,49,GEN
RADHE MOHAN MISRA,M,77,GEN
MOHD. WASEEM KHAN,M,31,GEN
SUBASH KUMAR MAURYA,M,35,GEN
ACHHE LAL GUPTA,M,46,GEN
ASHOK,M,54,SC
RAMKISHUN,M,47,GEN
KUNWAR RATANJIT PRATAP NARAIN SINGH,M,49,GEN
RAJESH PANDEY URF GUDDU,M,55,GEN
RADHE SHYAM SINGH,M,50,GEN
DR. SANGAM MISHRA,M,58,GEN
AKHAND,M,49,GEN
AMEERUDDIN,M,36,GEN
ARVIND,M,45,SC
KASHIM ALI,M,50,GEN
GOBARDHAN PRASAD,M,52,SC
JAHID,M,37,GEN
BACHCHOOLAAL,M,48,GEN
MARKANDE,M,45,GEN
RAMDHANEE,M,27,GEN
RAMPRATAP,M,37,GEN
KALRAJ MISHRA,M,73,GEN
NIYAJ AHMAD,M,51,GEN
BALESHWAR YADAV,M,72,GEN
SABHA KUNWAR,M,60,GEN
AROON KUMAR TRIPATHI,M,55,GEN
AWADH KISHOR NIGAM,M,33,SC
INTZARUL,M,36,GEN
UMESH,M,46,GEN
RAJU,M,32,GEN
RAM PRAVESH,M,31,GEN
RAM PREET,M,48,GEN
VED PRAKASH MALL,M,41,GEN
SHYAM SUNDAR,M,39,GEN
BARKHA KINNAR,O,38,GEN
HEMANT KISHOR SRIVASTAVA,M,34,GEN
KAMLESH PASWAN,M,38,SC
GORAKH PRASAD PASWAN,M,56,SC
SADAL PRASAD,M,59,SC
SANJAI KUMAR,M,39,SC
ARJUN PRASAD RAW,M,45,SC
CHANDRIKA PRASAD BHARATI,M,34,SC
RAMNARESH,M,50,SC
RAMNIVAS  PASWAN,M,38,SC
RAMPRIT JAKHMEE,M,49,SC
LALCHAND PRASAD JATAV,M,44,SC
KUNJAWATI,F,41,SC
SHEO SHANKAR,M,63,SC
NEELAM SONKAR,F,38,SC
DR. BALIRAM,M,61,SC
BALIHARI BABU,M,63,SC
BECHAI SAROJ,M,43,SC
HARIPRASAD SONKAR,M,55,SC
JIYA LAL,M,61,SC
PRADEEP KUMAR,M,26,GEN
LAL BAHADUR,M,46,GEN
SHRIPATI,M,51,SC
SUKHANAYAN,M,59,SC
ACHCHHELAL,M,51,SC
AVADHESH,M,48,SC
JANGBAHADUR,M,43,SC
ARVIND KUMAR JAISWAL,M,41,GEN
RAMAKANT YADAV,M,54,GEN
SHAH ALAM ALIAS GUDDU JAMALI,M,41,GEN
M. AMIR RASHADI,M,57,GEN
KIRAN SHARAMA,F,39,GEN
DURG VIJAY YADAV,M,41,GEN
PRAKASH CHANDRA,M,34,SC
MADAN,M,46,GEN
RAJDHARI RAJBHAR,M,39,GEN
RAJESH YADAV,M,43,GEN
SANJAY KUMAR CHATURVEDI,M,48,GEN
SANTOSH KUMAR GAUTAM,M,27,SC
PRAMOD SINGH,M,40,GEN
RAM SINGH CHAUHAN,M,40,GEN
SHAMSHAD AHMAD,M,40,GEN
SUGRIV CHAUHAN,M,42,GEN
SANJAY CHAUHAN,M,39,GEN
ATUL KUMAR SINGH ANJAAN,M,59,GEN
DARA SINGH CHAUHAN,M,55,GEN
RAJEEV KUMAR RAI,M,45,GEN
RASHTRA KUNWAR SINGH,M,47,GEN
HARINARAYAN RAJBHAR,M,73,GEN
BADRI NATH YADAV,M,54,GEN
MANISH KUMAR RAI,M,38,GEN
MOKHTAR ANSARI,M,54,GEN
RAVI SHANKAR BHARAT,M,32,GEN
RAJKUMAR CHAUHAN,M,45,GEN
VIJAY KUMAR UPADHYAY,M,31,GEN
DR. SHAMEEM ABIDI,M,47,GEN
HARINATH,M,50,GEN
HARISH CHANDRA,M,67,SC
HEMANT KUMAR,M,40,GEN
DOODHNATH CHAUHAN,M,59,GEN
VISHUN DAYAL,M,63,GEN
SURYA KUMAR,M,27,GEN
DR.BHOLA PANDEY,M,60,GEN
RAVINDRA KUSHAWAHA,M,50,GEN
"RAVI SHANKER SINGH""PAPPU""",M,43,GEN
HARIBANSH SAHAI KUSHWAHA,M,78,GEN
ONKAR SINGH,M,38,GEN
OM PRAKASH RAJBHAR,M,47,GEN
CHANDRA PRATAP SINGH,M,30,GEN
FIROZ AKHTAR,M,45,GEN
SHRIRAM CHAUDHARY,M,55,GEN
DR SANJAY KR. SINGH,M,41,GEN
RAM KRIPAL,M,33,GEN
SIYARAM DAS,M,50,GEN
SUSHANT RAJ PATHAK,M,28,GEN
NEERAJ SHEKHAR,M,45,GEN
BHARAT SINGH,M,62,GEN
VIRENDRA KUMAR PATHAK,M,58,GEN
SUDHA RAI,F,59,GEN
AFZAL ANSARI,M,60,GEN
AVADHESH VERMA,M,39,GEN
COL(RETD) BHARAT SINGH SHAURYA CHAKRA,M,71,GEN
MANNU YADAV,M,42,GEN
RAMJI,M,60,GEN
RAMROOP,M,47,GEN
SUCHIT GOND,M,67,SC
BHOLA NATH,M,36,GEN
MANISH,M,38,SC
MANOJ,M,45,GEN
SHESHNATH,M,45,GEN
KRISHNA PRATAP ''''''''K.P.'''''''',M,37,GEN
PARASNATH YADAV,M,64,GEN
RAVI KISHAN,M,44,GEN
SUBHASH PANDEY,M,58,GEN
ANUPATI RAM YADAV,M,55,GEN
ARVIND,M,31,SC
GULAB CHAND DUBEY,M,40,GEN
PRAMOD KUMAR ALIAS PRAMOD BHAI PATEL,M,34,GEN
PREMCHAND BIND,M,50,GEN
DR. K. P. YADAV,M,55,GEN
RAVISHANKAR MAURYA,M,36,GEN
RAJESH PRAJAPATI,M,40,GEN
SHAHABUDDIN,M,27,GEN
SARFARAJ,M,39,GEN
ANIL KUMAR SINGH,M,38,GEN
JOGENDRA PRASAD,M,30,GEN
DHANANJAY SINGH,M,38,GEN
YOGISH CHANDRA DUBEY,M,43,GEN
RAVIKANT YADAV,M,27,GEN
VIMAL KUMAR YADAV,M,29,GEN
DR. SANJIVAN BIND,M,33,GEN
TUFANI,M,53,SC
TUFANI NISHAD,M,42,SC
BHOLANATH ALIAS B.P. SAROJ,M,50,SC
RAM CHARITRA NISHAD,M,46,SC
SUBAS CHANDRA,M,59,SC
RAJ ALIAS VIRENDRA KUMAR SONKAR,M,26,SC
RAJESH,M,35,GEN
LALJI,M,39,SC
SIKANDAR,M,57,SC
SURESH GAUTAM,M,46,SC
HARI,M,47,SC
OMPRAKASH ALIAS AMBEDKAR,M,46,SC
RAJESH SONKAR,M,47,SC
SHRAVAN KUMAR PASWAN,M,46,SC
HARINATH,M,69,GEN
KAILASH NATH SINGH YADAV,M,56,GEN
MO. MAKSUD KHAN,M,35,GEN
MANOJ SINHA,M,55,GEN
SMT SHIVKANYA KUSHWAHA,F,47,GEN
ISHWAR DEV,M,60,GEN
ISHWARI,M,53,GEN
OMKAR CHAUHAN,M,40,GEN
GUPTESHWAR,M,54,GEN
DEENDAYAL,M,39,GEN
DHARM YADAV ALIAS D.P.YADAV,M,60,GEN
PAPPU,M,30,GEN
BRIJ BHUSHAN,M,48,GEN
BHARAT,M,44,GEN
RAJENDRA NATH RAM,M,55,SC
SATYA DEV YADAV,M,51,GEN
ARUN KUMAR SINGH,M,53,GEN
KUBER,M,53,SC
LAKSHAMAN,M,71,GEN
ANIL KUMAR MAURYA,M,49,GEN
TARUN PATEL URF TARUNENDRA CHAND PATEL,M,29,GEN
DR MAHENDRA NATH PANDEY,M,57,GEN
RAMKISHUN,M,57,GEN
IRSHAD,M,42,GEN
CHANCHAL,M,47,SC
JITENDRA,M,31,ST
MRITUNJAYA PANDEY,M,43,GEN
RAMASHANKER SINGH MAURYA,M,47,GEN
RAJA JAISWAL,M,25,GEN
RAJENDRA,M,30,GEN
RAM DULAR,M,50,GEN
DR. VINAY KUMAR SINGH YADAV,M,63,GEN
SHASHI SINHA,F,42,GEN
SANJEEV SINGH,M,38,GEN
DR. HARIDWAR SINGH YADAV,M,72,GEN
HEERALAL,M,39,SC
GULVAS,F,39,GEN
BINDU,M,57,GEN
RAJNARAYAN,M,34,GEN
SANJAI,M,30,GEN
AJAY RAI,M,42,GEN
KAILASH CHAURASIYA,M,55,GEN
VIJAY PRAKASH JAISAWAL,M,48,GEN
HIRALAL YADAV,M,57,GEN
ABHIMANYU SINGH PATEL,M,38,GEN
ARVIND KEJRIWAL,M,45,GEN
ARUN,M,29,GEN
INDIRA TIWARI,F,56,GEN
USMAN,M,30,GEN
OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH,M,39,GEN
DEVI PRASAD NAND,M,77,GEN
NARENDRA NATH DUBEY ADIG,M,47,GEN
BACHCHELAL,M,42,GEN
RAJESH BHARTI SURYA,M,38,SC
RAM LAKHAN GUPTA,M,60,GEN
LALLAN,M,56,GEN
SHIVHARI AGARWAL,M,54,GEN
SANTOSH KUMAR,M,28,GEN
HARI LAL,M,29,SC
HEMANT KUMAR YADAV,M,34,GEN
AHMED SOHEL SIDDIQUI,M,50,GEN
IFTEKHAR KURAISHI,M,42,GEN
GHANSHYAM,M,42,SC
JOHNSON THOMAS,M,48,GEN
NARENDRA BAHADUR SINGH,M,55,GEN
PRAKASH PRASAD,M,42,GEN
PRABHAT KUMAR,M,47,GEN
PRAMOD KUMAR,M,60,GEN
BACHCHAN PRASAD YADAV,M,35,GEN
BASEER KINNAR,O,50,GEN
MANOJ KUMAR CHAUBEY,M,35,GEN
MAHENDRA MISHRA,M,57,GEN
RAVINDRA KUMAR,M,41,GEN
RAJIV KUMAR MISHRA,M,45,GEN
RAJENDRA PRASAD (GARIB DAS),M,54,GEN
RAMPYARE SINGH,M,50,GEN
SHIV KUMAR SHAH,M,43,GEN
SATISH SHANKAR JAYASWAL,M,32,GEN
SATYAPRAKASH SRIVASTAVA,M,42,GEN
SARVESH KUMAR GUPTA,M,54,GEN
DR. AKHILESH KUMAR DWIVEDI,M,46,GEN
